"SPETZPC","2012-10-15 14:46:55","Warning","Kigg.Web","GlobalApplication","OnEnd()","Application Ended","n/a","n/a","n/a","n/a","n/a"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 4ca05164-2541-4aeb-800c-1f602edaaadf","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 65a08f7c-5911-4610-9a83-c8c75cf0e11b","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 65a08f7c-5911-4610-9a83-c8c75cf0e11b","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : f38df03a-f72e-40c1-88e0-11fb6a695ae9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 65a08f7c-5911-4610-9a83-c8c75cf0e11b","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : f38df03a-f72e-40c1-88e0-11fb6a695ae9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : f38df03a-f72e-40c1-88e0-11fb6a695ae9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : df219379-c104-44c1-bd7c-b564b74412ba","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : f38df03a-f72e-40c1-88e0-11fb6a695ae9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : df219379-c104-44c1-bd7c-b564b74412ba","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : df219379-c104-44c1-bd7c-b564b74412ba","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 18b75a70-b7f7-482f-b56d-cf9ded5b993a","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : df219379-c104-44c1-bd7c-b564b74412ba","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 18b75a70-b7f7-482f-b56d-cf9ded5b993a","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 18b75a70-b7f7-482f-b56d-cf9ded5b993a","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 8c281e11-5604-47f1-a4ef-898d81b2ab32","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 18b75a70-b7f7-482f-b56d-cf9ded5b993a","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 8c281e11-5604-47f1-a4ef-898d81b2ab32","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 8c281e11-5604-47f1-a4ef-898d81b2ab32","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : e08d1362-f027-47a1-8e1d-21154b1c49fe","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 8c281e11-5604-47f1-a4ef-898d81b2ab32","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : e08d1362-f027-47a1-8e1d-21154b1c49fe","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : e08d1362-f027-47a1-8e1d-21154b1c49fe","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 8400df2b-b99e-4f8f-b7c7-733e516cfd85","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : e08d1362-f027-47a1-8e1d-21154b1c49fe","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 8400df2b-b99e-4f8f-b7c7-733e516cfd85","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 8400df2b-b99e-4f8f-b7c7-733e516cfd85","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 54589213-2074-47a6-93f0-38a471c02c2c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 8400df2b-b99e-4f8f-b7c7-733e516cfd85","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 54589213-2074-47a6-93f0-38a471c02c2c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 54589213-2074-47a6-93f0-38a471c02c2c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : c4286f09-2c67-4413-92f8-841b97e5e286","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 54589213-2074-47a6-93f0-38a471c02c2c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : c4286f09-2c67-4413-92f8-841b97e5e286","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : c4286f09-2c67-4413-92f8-841b97e5e286","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 07603fa9-bee4-463d-9a43-172b8f846928","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : c4286f09-2c67-4413-92f8-841b97e5e286","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 07603fa9-bee4-463d-9a43-172b8f846928","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 07603fa9-bee4-463d-9a43-172b8f846928","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 17c362ce-5486-46c9-8718-e76fa9bcbb97","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 07603fa9-bee4-463d-9a43-172b8f846928","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 17c362ce-5486-46c9-8718-e76fa9bcbb97","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 17c362ce-5486-46c9-8718-e76fa9bcbb97","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : b174bcd5-ffce-4833-9798-0a5541a879f9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 17c362ce-5486-46c9-8718-e76fa9bcbb97","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : b174bcd5-ffce-4833-9798-0a5541a879f9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : b174bcd5-ffce-4833-9798-0a5541a879f9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 2e77b2eb-ae97-4099-9315-7fcce15e421c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : b174bcd5-ffce-4833-9798-0a5541a879f9","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 2e77b2eb-ae97-4099-9315-7fcce15e421c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 2e77b2eb-ae97-4099-9315-7fcce15e421c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 62a8d983-3d71-479a-848e-131876bed956","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 2e77b2eb-ae97-4099-9315-7fcce15e421c","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 62a8d983-3d71-479a-848e-131876bed956","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 62a8d983-3d71-479a-848e-131876bed956","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 9066c9e2-d341-46e8-a6e1-91c63b556519","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 62a8d983-3d71-479a-848e-131876bed956","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:38","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 9066c9e2-d341-46e8-a6e1-91c63b556519","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 9066c9e2-d341-46e8-a6e1-91c63b556519","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : c55a676d-3582-4fc7-bf56-ba1569556587","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : 9066c9e2-d341-46e8-a6e1-91c63b556519","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : c55a676d-3582-4fc7-bf56-ba1569556587","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : c55a676d-3582-4fc7-bf56-ba1569556587","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Retrieving count for tag : 8d59cad6-1bb4-4f32-a722-ccace39c3ae6","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET","/Programowanie-w-NET-Zarzadzanie-pamiecia-w-NET"
"SPETZPC","2012-10-15 14:59:39","Information","Kigg.Repository","LoggingStoryRepository","CountByTag(Guid tagId)","Count retrieved for tag : c55a676d-3582-4fc7-bf56-ba1569556587","Unauthenticated User","::1","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","/","/"
